Time (UTC),DO (ml/L),Dissolved Oxygen (%),Temperature (C),Latitude,Longitude
2021-04-15T16:36:06.000,3.51,29.56,7.92,44.68728,-124.156658
2021-04-15T16:51:06.000,3.5,29.49,7.91,44.68728,-124.156658
2021-04-15T17:06:06.000,3.49,29.42,7.9,44.68728,-124.156658
2021-04-15T17:21:06.000,3.49,29.38,7.91,44.68728,-124.156658
2021-04-15T17:36:06.000,3.48,29.3,7.9,44.68728,-124.156658
2021-04-15T17:51:06.000,3.48,29.27,7.9,44.68728,-124.156658
2021-04-15T18:06:06.000,3.47,29.26,7.9,44.68728,-124.156658
2021-04-15T18:21:06.000,3.45,29.09,7.9,44.68728,-124.156658
2021-04-15T18:36:06.000,3.45,29.05,7.9,44.68728,-124.156658
2021-04-15T18:51:06.000,3.43,28.86,7.9,44.68728,-124.156658
2021-04-15T19:06:06.000,3.45,29.05,7.9,44.68728,-124.156658
2021-04-15T19:21:06.000,3.45,29.05,7.9,44.68728,-124.156658
2021-04-15T19:36:06.000,3.44,28.96,7.9,44.68728,-124.156658
2021-04-15T19:51:06.000,3.43,28.9,7.9,44.68728,-124.156658
2021-04-15T20:06:06.000,3.43,28.87,7.9,44.68728,-124.156658
2021-04-15T20:21:06.000,3.42,28.79,7.9,44.68728,-124.156658
2021-04-15T20:36:06.000,3.45,29.08,7.9,44.68728,-124.156658
2021-04-15T20:51:06.000,3.43,28.91,7.9,44.68728,-124.156658
2021-04-15T21:06:06.000,3.4,28.63,7.9,44.68728,-124.156658
2021-04-15T21:21:06.000,3.43,28.92,7.9,44.68728,-124.156658
2021-04-15T21:36:06.000,3.42,28.83,7.89,44.68728,-124.156658
2021-04-15T21:51:06.000,3.42,28.77,7.88,44.68728,-124.156658
2021-04-15T22:06:06.000,3.4,28.61,7.88,44.68728,-124.156658
2021-04-15T22:21:06.000,3.38,28.48,7.88,44.68728,-124.156658
2021-04-15T22:36:06.000,3.41,28.74,7.88,44.68728,-124.156658
2021-04-15T22:51:06.000,3.42,28.76,7.88,44.68728,-124.156658
2021-04-15T23:06:06.000,3.39,28.56,7.89,44.68728,-124.156658
2021-04-15T23:21:06.000,3.41,28.69,7.89,44.68728,-124.156658
2021-04-15T23:36:06.000,3.41,28.69,7.89,44.68728,-124.156658
2021-04-15T23:51:06.000,3.42,28.82,7.9,44.68728,-124.156658
2021-04-16T00:06:06.000,3.45,29.05,7.9,44.68728,-124.156658
2021-04-16T00:21:06.000,3.47,29.2,7.9,44.68728,-124.156658
2021-04-16T00:36:06.000,3.47,29.2,7.9,44.68728,-124.156658
2021-04-16T00:51:06.000,3.46,29.12,7.9,44.68728,-124.156658
2021-04-16T01:06:06.000,3.48,29.28,7.9,44.68728,-124.156658
2021-04-16T01:21:06.000,3.48,29.33,7.9,44.68728,-124.156658
2021-04-16T01:36:06.000,3.49,29.37,7.9,44.68728,-124.156658
2021-04-16T01:51:06.000,3.44,28.94,7.9,44.68728,-124.156658
2021-04-16T02:06:06.000,3.48,29.28,7.9,44.68728,-124.156658
2021-04-16T02:21:06.000,3.48,29.35,7.9,44.68728,-124.156658
2021-04-16T02:36:06.000,3.48,29.33,7.9,44.68728,-124.156658
2021-04-16T02:51:06.000,3.48,29.31,7.9,44.68728,-124.156658
2021-04-16T03:06:06.000,3.48,29.34,7.9,44.68728,-124.156658
2021-04-16T03:21:06.000,3.48,29.29,7.9,44.68728,-124.156658
2021-04-16T03:36:06.000,3.44,28.96,7.9,44.68728,-124.156658
2021-04-16T03:51:06.000,3.47,29.24,7.9,44.68728,-124.156658
2021-04-16T04:06:06.000,3.45,29.06,7.9,44.68728,-124.156658
2021-04-16T04:21:06.000,3.44,28.98,7.9,44.68728,-124.156658
2021-04-16T04:36:06.000,3.43,28.87,7.9,44.68728,-124.156658
2021-04-16T04:51:06.000,3.43,28.91,7.9,44.68728,-124.156658
2021-04-16T05:06:06.000,3.46,29.13,7.9,44.68728,-124.156658
2021-04-16T05:21:06.000,3.45,29.08,7.9,44.68728,-124.156658
2021-04-16T05:36:06.000,3.46,29.18,7.9,44.68728,-124.156658
2021-04-16T05:51:06.000,3.39,28.54,7.89,44.68728,-124.156658
2021-04-16T06:06:06.000,3.41,28.72,7.87,44.68728,-124.156658
2021-04-16T06:21:06.000,3.38,28.44,7.85,44.68728,-124.156658
2021-04-16T06:36:06.000,3.38,28.44,7.85,44.68728,-124.156658
2021-04-16T06:51:06.000,3.36,28.3,7.85,44.68728,-124.156658
2021-04-16T07:06:06.000,3.34,28.12,7.85,44.68728,-124.156658
2021-04-16T07:21:06.000,3.35,28.21,7.85,44.68728,-124.156658
2021-04-16T07:36:06.000,3.36,28.27,7.85,44.68728,-124.156658
2021-04-16T07:51:06.000,3.34,28.1,7.85,44.68728,-124.156658
2021-04-16T08:06:06.000,3.31,27.86,7.85,44.68728,-124.156658
2021-04-16T08:21:06.000,3.34,28.08,7.85,44.68728,-124.156658
2021-04-16T08:36:06.000,3.34,28.08,7.85,44.68728,-124.156658
2021-04-16T08:51:06.000,3.35,28.17,7.85,44.68728,-124.156658
2021-04-16T09:06:06.000,3.35,28.21,7.85,44.68728,-124.156658
2021-04-16T09:21:06.000,3.33,28.02,7.85,44.68728,-124.156658
2021-04-16T09:36:06.000,3.35,28.17,7.85,44.68728,-124.156658
2021-04-16T09:51:06.000,3.32,27.96,7.85,44.68728,-124.156658
2021-04-16T10:06:06.000,3.32,27.9,7.84,44.68728,-124.156658
2021-04-16T10:21:06.000,3.32,27.89,7.84,44.68728,-124.156658
2021-04-16T10:36:06.000,3.35,28.15,7.84,44.68728,-124.156658
2021-04-16T10:51:06.000,3.33,27.99,7.84,44.68728,-124.156658
2021-04-16T11:06:06.000,3.35,28.14,7.84,44.68728,-124.156658
2021-04-16T11:21:06.000,3.36,28.3,7.84,44.68728,-124.156658
2021-04-16T11:36:06.000,3.37,28.33,7.83,44.68728,-124.156658
2021-04-16T11:51:06.000,3.37,28.33,7.84,44.68728,-124.156658
2021-04-16T12:06:06.000,3.37,28.32,7.84,44.68728,-124.156658
2021-04-16T12:21:06.000,3.38,28.46,7.85,44.68728,-124.156658
2021-04-16T12:36:06.000,3.37,28.38,7.85,44.68728,-124.156658
2021-04-16T12:51:06.000,3.39,28.49,7.85,44.68728,-124.156658
2021-04-16T13:06:06.000,3.4,28.61,7.85,44.68728,-124.156658
2021-04-16T13:21:06.000,3.42,28.74,7.85,44.68728,-124.156658
2021-04-16T13:36:06.000,3.4,28.65,7.85,44.68728,-124.156658
2021-04-16T13:51:06.000,3.4,28.58,7.85,44.68728,-124.156658
2021-04-16T14:06:06.000,3.4,28.62,7.85,44.68728,-124.156658
2021-04-16T14:21:06.000,3.38,28.46,7.85,44.68728,-124.156658
2021-04-16T14:36:06.000,3.39,28.53,7.85,44.68728,-124.156658
2021-04-16T14:51:06.000,3.39,28.48,7.85,44.68728,-124.156658
2021-04-16T15:06:06.000,3.39,28.48,7.85,44.68728,-124.156658
2021-04-16T15:21:06.000,3.39,28.51,7.85,44.68728,-124.156658
2021-04-16T15:36:06.000,3.37,28.36,7.85,44.68728,-124.156658
2021-04-16T15:51:06.000,3.36,28.3,7.85,44.68728,-124.156658
2021-04-16T16:06:06.000,3.37,28.36,7.85,44.68728,-124.156658
2021-04-16T16:21:06.000,3.38,28.41,7.85,44.68728,-124.156658
