Time (UTC),DO (ml/L),Temperature (C),Latitude,Longitude,Depth (m)
06-Jun-2020 15:00:00,2.67394652106958,8.04,42.001607,-124.366097,-56.53884
06-Jun-2020 16:00:00,2.58994820103598,7.995,42.001607,-124.366097,-56.53884
06-Jun-2020 17:00:00,2.47095058098838,7.93,42.001607,-124.366097,-56.53884
06-Jun-2020 18:00:00,2.42020159596808,7.90625,42.001607,-124.366097,-56.53884
06-Jun-2020 19:00:00,2.42545149097018,7.9125,42.001607,-124.366097,-56.53884
06-Jun-2020 20:00:00,2.43595128097438,7.92,42.001607,-124.366097,-56.53884
06-Jun-2020 21:00:00,2.45170096598068,7.94,42.001607,-124.366097,-56.53884
06-Jun-2020 22:00:00,2.45870082598348,7.95,42.001607,-124.366097,-56.53884
06-Jun-2020 23:00:00,2.47445051098978,7.9625,42.001607,-124.366097,-56.53884
07-Jun-2020 00:00:00,2.48145037099258,7.9725,42.001607,-124.366097,-56.53884
07-Jun-2020 01:00:00,2.49895002099958,7.9925,42.001607,-124.366097,-56.53884
07-Jun-2020 02:00:00,2.52519949601008,8.02,42.001607,-124.366097,-56.53884
07-Jun-2020 03:00:00,2.53394932101358,8.04,42.001607,-124.366097,-56.53884
07-Jun-2020 04:00:00,2.53919921601568,8.04,42.001607,-124.366097,-56.53884
07-Jun-2020 05:00:00,2.51819963600728,8.03,42.001607,-124.366097,-56.53884
07-Jun-2020 06:00:00,2.44995100097998,7.9775,42.001607,-124.366097,-56.53884
07-Jun-2020 07:00:00,2.42020159596808,7.955,42.001607,-124.366097,-56.53884
07-Jun-2020 08:00:00,2.40970180596388,7.95,42.001607,-124.366097,-56.53884
07-Jun-2020 09:00:00,2.40970180596388,7.95,42.001607,-124.366097,-56.53884
07-Jun-2020 10:00:00,2.42195156096878,7.9575,42.001607,-124.366097,-56.53884
07-Jun-2020 11:00:00,2.44820103597928,7.975,42.001607,-124.366097,-56.53884
07-Jun-2020 12:00:00,2.46395072098558,7.99,42.001607,-124.366097,-56.53884
07-Jun-2020 13:00:00,2.46920061598768,7.99,42.001607,-124.366097,-56.53884
07-Jun-2020 14:00:00,2.48495030099398,8.01,42.001607,-124.366097,-56.53884
07-Jun-2020 15:00:00,2.51119977600448,8.035,42.001607,-124.366097,-56.53884
07-Jun-2020 16:00:00,2.50944981100378,8.0375,42.001607,-124.366097,-56.53884
07-Jun-2020 17:00:00,2.44820103597928,7.985,42.001607,-124.366097,-56.53884
07-Jun-2020 18:00:00,2.41670166596668,7.965,42.001607,-124.366097,-56.53884
07-Jun-2020 19:00:00,2.40270194596108,7.95,42.001607,-124.366097,-56.53884
07-Jun-2020 20:00:00,2.40095198096038,7.95,42.001607,-124.366097,-56.53884
07-Jun-2020 21:00:00,2.40970180596388,7.96,42.001607,-124.366097,-56.53884
07-Jun-2020 22:00:00,2.42720145597088,7.975,42.001607,-124.366097,-56.53884
07-Jun-2020 23:00:00,2.46920061598768,8.005,42.001607,-124.366097,-56.53884
08-Jun-2020 00:00:00,2.53044939101218,8.0425,42.001607,-124.366097,-56.53884
08-Jun-2020 01:00:00,2.57419851602968,8.08,42.001607,-124.366097,-56.53884
08-Jun-2020 02:00:00,2.61269774604508,8.105,42.001607,-124.366097,-56.53884
08-Jun-2020 03:00:00,2.62319753604928,8.13,42.001607,-124.366097,-56.53884
08-Jun-2020 04:00:00,2.60744785104298,8.1375,42.001607,-124.366097,-56.53884
08-Jun-2020 05:00:00,2.58819823603528,8.1125,42.001607,-124.366097,-56.53884
08-Jun-2020 06:00:00,2.57419851602968,8.1025,42.001607,-124.366097,-56.53884
08-Jun-2020 07:00:00,2.55669886602268,8.075,42.001607,-124.366097,-56.53884
08-Jun-2020 08:00:00,2.53569928601428,8.06,42.001607,-124.366097,-56.53884
08-Jun-2020 09:00:00,2.54269914601708,8.06,42.001607,-124.366097,-56.53884
08-Jun-2020 10:00:00,2.57419851602968,8.0725,42.001607,-124.366097,-56.53884
08-Jun-2020 11:00:00,2.59344813103738,8.095,42.001607,-124.366097,-56.53884
08-Jun-2020 12:00:00,2.60919781604368,8.125,42.001607,-124.366097,-56.53884
08-Jun-2020 13:00:00,2.64769704605908,8.1425,42.001607,-124.366097,-56.53884
08-Jun-2020 14:00:00,2.65294694106118,8.1575,42.001607,-124.366097,-56.53884
08-Jun-2020 15:00:00,2.65469690606188,8.1575,42.001607,-124.366097,-56.53884
08-Jun-2020 16:00:00,2.63019739605208,8.135,42.001607,-124.366097,-56.53884
08-Jun-2020 17:00:00,2.60044799104018,8.11,42.001607,-124.366097,-56.53884
08-Jun-2020 18:00:00,2.59607307853843,8.0925,42.001607,-124.366097,-56.53884
08-Jun-2020 19:00:00,2.58469830603388,8.0775,42.001607,-124.366097,-56.53884
08-Jun-2020 20:00:00,2.57944841103178,8.07,42.001607,-124.366097,-56.53884
08-Jun-2020 21:00:00,2.60044799104018,8.09,42.001607,-124.366097,-56.53884
08-Jun-2020 22:00:00,2.62932241355173,8.125,42.001607,-124.366097,-56.53884
08-Jun-2020 23:00:00,2.63894722105558,8.1425,42.001607,-124.366097,-56.53884
09-Jun-2020 00:00:00,2.63544729105418,8.1525,42.001607,-124.366097,-56.53884
09-Jun-2020 01:00:00,2.62494750104998,8.16,42.001607,-124.366097,-56.53884
09-Jun-2020 02:00:00,2.61969760604788,8.16,42.001607,-124.366097,-56.53884
09-Jun-2020 03:00:00,2.61094778104438,8.16,42.001607,-124.366097,-56.53884
09-Jun-2020 04:00:00,2.61969760604788,8.16,42.001607,-124.366097,-56.53884
09-Jun-2020 05:00:00,2.68619627607448,8.1375,42.001607,-124.366097,-56.53884
09-Jun-2020 06:00:00,2.70719585608288,8.11,42.001607,-124.366097,-56.53884
09-Jun-2020 07:00:00,2.71419571608568,8.1125,42.001607,-124.366097,-56.53884
09-Jun-2020 08:00:00,2.70894582108358,8.1375,42.001607,-124.366097,-56.53884
09-Jun-2020 09:00:00,2.69844603107938,8.1525,42.001607,-124.366097,-56.53884
09-Jun-2020 10:00:00,2.71244575108498,8.175,42.001607,-124.366097,-56.53884
09-Jun-2020 11:00:00,2.72294554108918,8.19,42.001607,-124.366097,-56.53884
09-Jun-2020 12:00:00,2.72819543609128,8.2075,42.001607,-124.366097,-56.53884
09-Jun-2020 13:00:00,2.72994540109198,8.2075,42.001607,-124.366097,-56.53884
09-Jun-2020 14:00:00,2.72994540109198,8.185,42.001607,-124.366097,-56.53884
09-Jun-2020 15:00:00,2.71594568108638,8.16,42.001607,-124.366097,-56.53884
09-Jun-2020 16:00:00,2.70194596108078,8.1425,42.001607,-124.366097,-56.53884
09-Jun-2020 17:00:00,2.69844603107938,8.14,42.001607,-124.366097,-56.53884
09-Jun-2020 18:00:00,2.68969620607588,8.1325,42.001607,-124.366097,-56.53884
09-Jun-2020 19:00:00,2.68794624107518,8.13,42.001607,-124.366097,-56.53884
09-Jun-2020 20:00:00,2.68794624107518,8.1225,42.001607,-124.366097,-56.53884
09-Jun-2020 21:00:00,2.69494610107798,8.1225,42.001607,-124.366097,-56.53884
09-Jun-2020 22:00:00,2.70894582108358,8.1375,42.001607,-124.366097,-56.53884
09-Jun-2020 23:00:00,2.72469550608988,8.14,42.001607,-124.366097,-56.53884
10-Jun-2020 00:00:00,2.72119557608848,8.155,42.001607,-124.366097,-56.53884
10-Jun-2020 01:00:00,2.71507069858603,8.16,42.001607,-124.366097,-56.53884
10-Jun-2020 02:00:00,2.71594568108638,8.1775,42.001607,-124.366097,-56.53884
10-Jun-2020 03:00:00,2.72119557608848,8.195,42.001607,-124.366097,-56.53884
10-Jun-2020 04:00:00,2.73869522609548,8.21,42.001607,-124.366097,-56.53884
10-Jun-2020 05:00:00,2.70894582108358,8.2,42.001607,-124.366097,-56.53884
10-Jun-2020 06:00:00,2.71419571608568,8.165,42.001607,-124.366097,-56.53884
10-Jun-2020 07:00:00,2.72294554108918,8.1475,42.001607,-124.366097,-56.53884
10-Jun-2020 08:00:00,2.70632087358253,8.14,42.001607,-124.366097,-56.53884
10-Jun-2020 09:00:00,2.71419571608568,8.1375,42.001607,-124.366097,-56.53884
10-Jun-2020 10:00:00,2.70544589108218,8.1275,42.001607,-124.366097,-56.53884
10-Jun-2020 11:00:00,2.68269634607308,8.1125,42.001607,-124.366097,-56.53884
10-Jun-2020 12:00:00,2.67044659106818,8.11,42.001607,-124.366097,-56.53884
10-Jun-2020 13:00:00,2.69144617107658,8.1175,42.001607,-124.366097,-56.53884
10-Jun-2020 14:00:00,2.72469550608988,8.1375,42.001607,-124.366097,-56.53884
10-Jun-2020 15:00:00,2.75094498110038,8.1575,42.001607,-124.366097,-56.53884
10-Jun-2020 16:00:00,2.76319473610528,8.175,42.001607,-124.366097,-56.53884
10-Jun-2020 17:00:00,2.76144477110458,8.2,42.001607,-124.366097,-56.53884
10-Jun-2020 18:00:00,2.77019459610808,8.2225,42.001607,-124.366097,-56.53884
10-Jun-2020 19:00:00,2.76844463110738,8.225,42.001607,-124.366097,-56.53884
10-Jun-2020 20:00:00,2.76144477110458,8.195,42.001607,-124.366097,-56.53884
10-Jun-2020 21:00:00,2.74044519109618,8.1525,42.001607,-124.366097,-56.53884
10-Jun-2020 22:00:00,2.72819543609128,8.145,42.001607,-124.366097,-56.53884
10-Jun-2020 23:00:00,2.70369592608148,8.14,42.001607,-124.366097,-56.53884
11-Jun-2020 00:00:00,2.69319613607728,8.14,42.001607,-124.366097,-56.53884
11-Jun-2020 01:00:00,2.69844603107938,8.14,42.001607,-124.366097,-56.53884
11-Jun-2020 02:00:00,2.72119557608848,8.145,42.001607,-124.366097,-56.53884
11-Jun-2020 03:00:00,2.74919501609968,8.16,42.001607,-124.366097,-56.53884
11-Jun-2020 04:00:00,2.72819543609128,8.1675,42.001607,-124.366097,-56.53884
11-Jun-2020 05:00:00,2.76494470110598,8.17,42.001607,-124.366097,-56.53884
11-Jun-2020 06:00:00,2.76844463110738,8.1725,42.001607,-124.366097,-56.53884
11-Jun-2020 07:00:00,2.79119417611648,8.19,42.001607,-124.366097,-56.53884
11-Jun-2020 08:00:00,2.79819403611928,8.19,42.001607,-124.366097,-56.53884
11-Jun-2020 09:00:00,2.77894442111158,8.1875,42.001607,-124.366097,-56.53884
