Time (UTC),DO (ml/L),Temperature (C),Latitude,Longitude,Depth (m)
20-May-2020 20:00:00,6.77586448271034,12.72,45.911933,-123.982843,-7.093725
20-May-2020 21:00:00,6.78986420271595,12.735,45.911933,-123.982843,-7.093725
20-May-2020 22:00:00,6.88086238275234,12.77,45.911933,-123.982843,-7.093725
20-May-2020 23:00:00,6.77936441271175,12.6,45.911933,-123.982843,-7.093725
21-May-2020 00:00:00,6.83361332773344,12.7075,45.911933,-123.982843,-7.093725
21-May-2020 01:00:00,6.85636287274254,12.8075,45.911933,-123.982843,-7.093725
21-May-2020 02:00:00,6.92461150776984,12.9875,45.911933,-123.982843,-7.093725
21-May-2020 03:00:00,6.90011199776004,13.0525,45.911933,-123.982843,-7.093725
21-May-2020 04:00:00,6.80211395772085,13.0775,45.911933,-123.982843,-7.093725
21-May-2020 05:00:00,7.08210835783284,13.2975,45.911933,-123.982843,-7.093725
21-May-2020 06:00:00,6.91061178776424,12.8625,45.911933,-123.982843,-7.093725
21-May-2020 07:00:00,6.87211255774884,12.8225,45.911933,-123.982843,-7.093725
21-May-2020 08:00:00,6.87211255774884,12.815,45.911933,-123.982843,-7.093725
21-May-2020 09:00:00,6.84586308273834,12.8125,45.911933,-123.982843,-7.093725
21-May-2020 10:00:00,6.72511549769005,12.6075,45.911933,-123.982843,-7.093725
21-May-2020 11:00:00,6.72161556768865,12.595,45.911933,-123.982843,-7.093725
21-May-2020 12:00:00,6.73036539269215,12.6675,45.911933,-123.982843,-7.093725
21-May-2020 13:00:00,6.71636567268655,12.73,45.911933,-123.982843,-7.093725
21-May-2020 14:00:00,6.73036539269215,12.805,45.911933,-123.982843,-7.093725
21-May-2020 15:00:00,6.69886602267955,12.81,45.911933,-123.982843,-7.093725
21-May-2020 16:00:00,6.73036539269215,12.81,45.911933,-123.982843,-7.093725
21-May-2020 17:00:00,6.75486490270195,12.78,45.911933,-123.982843,-7.093725
21-May-2020 18:00:00,6.76186476270475,12.735,45.911933,-123.982843,-7.093725
21-May-2020 19:00:00,6.77586448271034,12.735,45.911933,-123.982843,-7.093725
21-May-2020 20:00:00,6.63761724765505,12.2825,45.911933,-123.982843,-7.093725
21-May-2020 21:00:00,6.63236735265295,12.3075,45.911933,-123.982843,-7.093725
21-May-2020 22:00:00,6.61836763264735,12.3575,45.911933,-123.982843,-7.093725
21-May-2020 23:00:00,6.62361752764945,12.44,45.911933,-123.982843,-7.093725
22-May-2020 00:00:00,6.63586728265435,12.4875,45.911933,-123.982843,-7.093725
22-May-2020 01:00:00,6.65511689766205,12.53,45.911933,-123.982843,-7.093725
22-May-2020 02:00:00,6.66211675766485,12.565,45.911933,-123.982843,-7.093725
22-May-2020 03:00:00,6.74961500769985,12.6275,45.911933,-123.982843,-7.093725
22-May-2020 04:00:00,6.81086378272435,12.7025,45.911933,-123.982843,-7.093725
22-May-2020 05:00:00,6.79336413271735,12.675,45.911933,-123.982843,-7.093725
22-May-2020 06:00:00,6.62011759764805,12.6875,45.911933,-123.982843,-7.093725
22-May-2020 07:00:00,6.71111577768445,12.6425,45.911933,-123.982843,-7.093725
22-May-2020 08:00:00,6.75661486770265,12.5625,45.911933,-123.982843,-7.093725
22-May-2020 09:00:00,6.66211675766485,12.5525,45.911933,-123.982843,-7.093725
22-May-2020 10:00:00,6.60611787764245,12.3725,45.911933,-123.982843,-7.093725
22-May-2020 11:00:00,6.57461850762985,12.2975,45.911933,-123.982843,-7.093725
22-May-2020 12:00:00,6.66211675766485,12.275,45.911933,-123.982843,-7.093725
22-May-2020 13:00:00,6.63061738765225,12.2825,45.911933,-123.982843,-7.093725
22-May-2020 14:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
22-May-2020 15:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
22-May-2020 16:00:00,6.84236315273694,12.5975,45.911933,-123.982843,-7.093725
22-May-2020 17:00:00,6.95086098278034,12.7425,45.911933,-123.982843,-7.093725
22-May-2020 18:00:00,6.85986280274395,12.63,45.911933,-123.982843,-7.093725
22-May-2020 19:00:00,6.74961500769985,12.37,45.911933,-123.982843,-7.093725
22-May-2020 20:00:00,6.74961500769985,12.37,45.911933,-123.982843,-7.093725
22-May-2020 21:00:00,6.71811563768725,12.02625,45.911933,-123.982843,-7.093725
22-May-2020 22:00:00,6.68836623267535,12.0775,45.911933,-123.982843,-7.093725
22-May-2020 23:00:00,6.71636567268655,12.1425,45.911933,-123.982843,-7.093725
23-May-2020 00:00:00,6.71286574268515,12.155,45.911933,-123.982843,-7.093725
23-May-2020 01:00:00,6.75836483270335,12.21,45.911933,-123.982843,-7.093725
23-May-2020 02:00:00,6.79336413271735,12.2725,45.911933,-123.982843,-7.093725
23-May-2020 03:00:00,6.85461290774184,12.325,45.911933,-123.982843,-7.093725
23-May-2020 04:00:00,6.83011339773204,12.34,45.911933,-123.982843,-7.093725
23-May-2020 05:00:00,6.82836343273134,12.3675,45.911933,-123.982843,-7.093725
23-May-2020 06:00:00,6.84761304773904,12.4025,45.911933,-123.982843,-7.093725
23-May-2020 07:00:00,6.77761444771105,12.2625,45.911933,-123.982843,-7.093725
23-May-2020 08:00:00,6.7364902701946,12.1825,45.911933,-123.982843,-7.093725
23-May-2020 09:00:00,6.72686546269075,12.2125,45.911933,-123.982843,-7.093725
23-May-2020 10:00:00,6.71286574268515,12.235,45.911933,-123.982843,-7.093725
23-May-2020 11:00:00,6.63586728265435,12.0875,45.911933,-123.982843,-7.093725
23-May-2020 12:00:00,6.47837043259135,11.555,45.911933,-123.982843,-7.093725
23-May-2020 13:00:00,6.43637127257455,11.5125,45.911933,-123.982843,-7.093725
23-May-2020 14:00:00,6.42237155256895,11.485,45.911933,-123.982843,-7.093725
23-May-2020 15:00:00,6.4547459050819,11.57,45.911933,-123.982843,-7.093725
23-May-2020 16:00:00,6.46087078258435,11.675,45.911933,-123.982843,-7.093725
23-May-2020 17:00:00,6.26487470250595,11.825,45.911933,-123.982843,-7.093725
23-May-2020 18:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
23-May-2020 19:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
23-May-2020 20:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
23-May-2020 21:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
23-May-2020 22:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
23-May-2020 23:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
24-May-2020 00:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
24-May-2020 01:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
24-May-2020 02:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
24-May-2020 03:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
24-May-2020 04:00:00,NaN,NaN,45.911933,-123.982843,-7.093725
