Time (UTC),DO (ml/L),Temperature (C),Latitude,Longitude,Depth (m)
03-Jul-2020 21:00:00,1.65896682066359,8.19,44.6970291800595,-124.107082247024,-36.4778280803571
03-Jul-2020 22:00:00,1.63271734565309,8.185,44.6970291800595,-124.107082247024,-36.4778280803571
03-Jul-2020 23:00:00,1.60121797564049,8.1575,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 00:00:00,1.55221895562089,8.14,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 01:00:00,1.55921881562369,8.14,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 02:00:00,1.55046899062019,8.1475,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 03:00:00,1.54959400811984,8.1475,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 04:00:00,1.55396892062159,8.14,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 05:00:00,1.57846843063139,8.1475,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 06:00:00,1.59771804563909,8.175,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 07:00:00,1.63796724065519,8.2225,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 08:00:00,1.62046759064819,8.2275,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 09:00:00,1.61696766064679,8.2125,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 10:00:00,1.62221755564889,8.2125,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 11:00:00,1.65721685566289,8.23,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 12:00:00,1.67471650566989,8.23,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 13:00:00,1.68696626067479,8.23,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 14:00:00,1.67996640067199,8.2275,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 15:00:00,1.65371692566149,8.21,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 16:00:00,1.65021699566009,8.2175,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 17:00:00,1.75871482570349,8.295,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 18:00:00,1.70096598068039,8.275,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 19:00:00,1.60821783564329,8.215,44.6970291800595,-124.107082247024,-36.4778280803571
04-Jul-2020 20:00:00,1.59071818563629,8.1925,44.6970291800595,-124.107082247024,-36.4778280803571
