Time (UTC),DO (ml/L),Dissolved Oxygen (%),Temperature (C),Latitude,Longitude
2020-07-04T15:26:00.000,3.51,29.34,7.61,NaN,NaN
2020-07-04T15:41:00.000,3.52,29.42,7.59,NaN,NaN
2020-07-04T15:56:00.000,3.54,29.58,7.59,NaN,NaN
2020-07-04T16:11:00.000,3.56,29.78,7.6,NaN,NaN
2020-07-04T16:26:00.000,3.58,29.98,7.6,NaN,NaN
2020-07-04T16:41:00.000,3.64,30.42,7.61,NaN,NaN
2020-07-04T16:56:00.000,3.71,31.03,7.61,NaN,NaN
2020-07-04T17:11:00.000,3.81,31.83,7.61,NaN,NaN
2020-07-04T17:26:00.000,3.86,32.31,7.62,NaN,NaN
2020-07-04T17:41:00.000,3.92,32.81,7.63,NaN,NaN
2020-07-04T17:56:00.000,4.01,33.58,7.63,NaN,NaN
2020-07-04T18:11:00.000,4.01,33.53,7.64,NaN,NaN
2020-07-04T18:26:00.000,4.05,33.9,7.65,NaN,NaN
2020-07-04T18:41:00.000,4.18,35,7.66,NaN,NaN
2020-07-04T18:56:00.000,4.21,35.29,7.67,NaN,NaN
2020-07-04T19:11:00.000,4.28,35.86,7.67,NaN,NaN
2020-07-04T19:26:00.000,4.32,36.21,7.66,NaN,NaN
2020-07-04T19:41:00.000,4.36,36.5,7.66,NaN,NaN
2020-07-04T19:56:00.000,4.4,36.81,7.67,NaN,NaN
2020-07-04T20:11:00.000,4.46,37.33,7.67,NaN,NaN
2020-07-04T20:26:00.000,4.54,38.01,7.68,NaN,NaN
2020-07-04T20:41:00.000,4.59,38.48,7.68,NaN,NaN
2020-07-04T20:56:00.000,4.66,39.07,7.68,NaN,NaN
2020-07-04T21:11:00.000,4.75,39.78,7.68,NaN,NaN
2020-07-04T21:26:00.000,4.86,40.78,7.7,NaN,NaN
2020-07-04T21:41:00.000,4.95,41.52,7.7,NaN,NaN
2020-07-04T21:56:00.000,5.04,42.23,7.71,NaN,NaN
2020-07-04T22:11:00.000,5.09,42.73,7.72,NaN,NaN
2020-07-04T22:26:00.000,5.14,43.08,7.73,NaN,NaN
2020-07-04T22:41:00.000,5.17,43.34,7.73,NaN,NaN
2020-07-04T22:56:00.000,5.19,43.56,7.73,NaN,NaN
2020-07-04T23:11:00.000,5.21,43.68,7.73,NaN,NaN
2020-07-04T23:26:00.000,5.22,43.76,7.73,NaN,NaN
2020-07-04T23:41:00.000,5.23,43.85,7.74,NaN,NaN
2020-07-04T23:56:00.000,5.28,44.27,7.75,NaN,NaN
2020-07-05T00:11:00.000,5.33,44.7,7.75,NaN,NaN
2020-07-05T00:26:00.000,5.32,44.69,7.75,NaN,NaN
2020-07-05T00:41:00.000,5.36,44.97,7.75,NaN,NaN
2020-07-05T00:56:00.000,5.35,44.9,7.75,NaN,NaN
2020-07-05T01:11:00.000,5.38,45.16,7.75,NaN,NaN
2020-07-05T01:26:00.000,5.38,45.13,7.75,NaN,NaN
2020-07-05T01:41:00.000,5.4,45.35,7.75,NaN,NaN
2020-07-05T01:56:00.000,5.41,45.45,7.75,NaN,NaN
2020-07-05T02:11:00.000,5.42,45.47,7.76,NaN,NaN
2020-07-05T02:26:00.000,5.46,45.8,7.77,NaN,NaN
2020-07-05T02:41:00.000,5.46,45.8,7.77,NaN,NaN
2020-07-05T02:56:00.000,5.47,45.93,7.77,NaN,NaN
2020-07-05T03:11:00.000,5.49,46.07,7.77,NaN,NaN
2020-07-05T03:26:00.000,5.5,46.19,7.78,NaN,NaN
2020-07-05T03:41:00.000,5.51,46.25,7.78,NaN,NaN
2020-07-05T03:56:00.000,5.53,46.45,7.78,NaN,NaN
2020-07-05T04:11:00.000,5.56,46.7,7.78,NaN,NaN
2020-07-05T04:26:00.000,5.59,46.92,7.78,NaN,NaN
2020-07-05T04:41:00.000,5.61,47.11,7.79,NaN,NaN
2020-07-05T04:56:00.000,5.63,47.29,7.8,NaN,NaN
2020-07-05T05:11:00.000,5.65,47.46,7.8,NaN,NaN
2020-07-05T05:26:00.000,5.67,47.63,7.8,NaN,NaN
2020-07-05T05:41:00.000,5.69,47.83,7.8,NaN,NaN
2020-07-05T05:56:00.000,5.7,47.93,7.8,NaN,NaN
2020-07-05T06:11:00.000,5.71,47.99,7.81,NaN,NaN
2020-07-05T06:26:00.000,5.73,48.2,7.82,NaN,NaN
2020-07-05T06:41:00.000,5.73,48.2,7.82,NaN,NaN
2020-07-05T06:56:00.000,5.74,48.28,7.82,NaN,NaN
2020-07-05T07:11:00.000,5.74,48.28,7.83,NaN,NaN
2020-07-05T07:26:00.000,5.74,48.27,7.83,NaN,NaN
2020-07-05T07:41:00.000,5.75,48.36,7.83,NaN,NaN
2020-07-05T07:56:00.000,5.73,48.19,7.83,NaN,NaN
2020-07-05T08:11:00.000,5.73,48.19,7.83,NaN,NaN
2020-07-05T08:26:00.000,5.74,48.29,7.83,NaN,NaN
