Time (UTC),DO (ml/L),Dissolved Oxygen (%),Temperature (C),Latitude,Longitude
2020-05-21T11:44:28.000,4.31,36.86,8.49,NaN,NaN
2020-05-21T11:59:28.000,4.31,36.85,8.48,NaN,NaN
2020-05-21T12:14:28.000,4.31,36.85,8.49,NaN,NaN
2020-05-21T12:29:28.000,4.32,36.88,8.49,NaN,NaN
2020-05-21T12:44:28.000,4.32,36.93,8.5,NaN,NaN
2020-05-21T12:59:28.000,4.33,36.97,8.5,NaN,NaN
2020-05-21T13:14:28.000,4.32,36.93,8.5,NaN,NaN
2020-05-21T13:29:28.000,4.33,36.97,8.5,NaN,NaN
2020-05-21T13:44:28.000,4.36,37.25,8.51,NaN,NaN
2020-05-21T13:59:28.000,4.39,37.51,8.52,NaN,NaN
2020-05-21T14:14:28.000,4.4,37.64,8.52,NaN,NaN
2020-05-21T14:29:28.000,4.41,37.76,8.54,NaN,NaN
2020-05-21T14:44:28.000,4.41,37.75,8.54,NaN,NaN
2020-05-21T14:59:28.000,4.43,37.87,8.54,NaN,NaN
2020-05-21T15:14:28.000,4.45,38.05,8.55,NaN,NaN
2020-05-21T15:29:28.000,4.4,37.6,8.53,NaN,NaN
2020-05-21T15:44:28.000,4.41,37.7,8.54,NaN,NaN
2020-05-21T15:59:28.000,4.39,37.56,8.52,NaN,NaN
2020-05-21T16:14:28.000,4.38,37.45,8.52,NaN,NaN
2020-05-21T16:29:28.000,4.36,37.28,8.52,NaN,NaN
2020-05-21T16:44:28.000,4.36,37.3,8.52,NaN,NaN
2020-05-21T16:59:28.000,4.36,37.29,8.52,NaN,NaN
2020-05-21T17:14:28.000,4.35,37.16,8.5,NaN,NaN
2020-05-21T17:29:28.000,4.33,37.03,8.5,NaN,NaN
2020-05-21T17:44:28.000,4.33,36.97,8.5,NaN,NaN
2020-05-21T17:59:28.000,4.32,36.95,8.5,NaN,NaN
2020-05-21T18:14:28.000,4.32,36.95,8.49,NaN,NaN
2020-05-21T18:29:28.000,4.32,36.91,8.49,NaN,NaN
2020-05-21T18:44:28.000,4.32,36.92,8.49,NaN,NaN
2020-05-21T18:59:28.000,4.33,36.98,8.5,NaN,NaN
2020-05-21T19:14:28.000,4.33,37.02,8.5,NaN,NaN
2020-05-21T19:29:28.000,4.34,37.08,8.5,NaN,NaN
2020-05-21T19:44:28.000,4.34,37.13,8.5,NaN,NaN
2020-05-21T19:59:28.000,4.35,37.17,8.5,NaN,NaN
2020-05-21T20:14:28.000,4.36,37.23,8.5,NaN,NaN
2020-05-21T20:29:28.000,4.36,37.23,8.5,NaN,NaN
2020-05-21T20:44:28.000,4.36,37.24,8.5,NaN,NaN
2020-05-21T20:59:28.000,4.36,37.23,8.5,NaN,NaN
2020-05-21T21:14:28.000,4.36,37.26,8.5,NaN,NaN
2020-05-21T21:29:28.000,4.36,37.27,8.5,NaN,NaN
2020-05-21T21:44:28.000,4.36,37.29,8.5,NaN,NaN
2020-05-21T21:59:28.000,4.36,37.28,8.5,NaN,NaN
2020-05-21T22:14:28.000,4.36,37.29,8.51,NaN,NaN
2020-05-21T22:29:28.000,4.36,37.26,8.5,NaN,NaN
2020-05-21T22:44:28.000,4.36,37.23,8.5,NaN,NaN
2020-05-21T22:59:28.000,4.35,37.19,8.5,NaN,NaN
2020-05-21T23:14:28.000,4.35,37.2,8.5,NaN,NaN
2020-05-21T23:29:28.000,4.35,37.22,8.5,NaN,NaN
2020-05-21T23:44:28.000,4.35,37.21,8.5,NaN,NaN
2020-05-21T23:59:28.000,4.35,37.16,8.5,NaN,NaN
2020-05-22T00:14:28.000,4.35,37.17,8.5,NaN,NaN
2020-05-22T00:29:28.000,4.35,37.15,8.5,NaN,NaN
2020-05-22T00:44:28.000,4.35,37.14,8.5,NaN,NaN
2020-05-22T00:59:28.000,4.34,37.12,8.5,NaN,NaN
2020-05-22T01:14:28.000,4.34,37.05,8.5,NaN,NaN
2020-05-22T01:29:28.000,4.31,36.78,8.47,NaN,NaN
2020-05-22T01:44:28.000,4.16,35.49,8.42,NaN,NaN
2020-05-22T01:59:28.000,4.13,35.17,8.4,NaN,NaN
2020-05-22T02:14:28.000,4.11,35.04,8.38,NaN,NaN
2020-05-22T02:29:28.000,4.1,34.93,8.38,NaN,NaN
2020-05-22T02:44:28.000,4.09,34.88,8.37,NaN,NaN
2020-05-22T02:59:28.000,4.1,34.9,8.38,NaN,NaN
2020-05-22T03:14:28.000,4.1,34.98,8.38,NaN,NaN
2020-05-22T03:29:28.000,4.13,35.19,8.4,NaN,NaN
2020-05-22T03:44:28.000,4.15,35.41,8.41,NaN,NaN
2020-05-22T03:59:28.000,4.16,35.47,8.42,NaN,NaN
2020-05-22T04:14:28.000,4.18,35.63,8.42,NaN,NaN
2020-05-22T04:29:28.000,4.17,35.59,8.42,NaN,NaN
2020-05-22T04:44:28.000,4.22,36.02,8.45,NaN,NaN
2020-05-22T04:59:28.000,4.24,36.16,8.45,NaN,NaN
2020-05-22T05:14:28.000,4.24,36.22,8.47,NaN,NaN
2020-05-22T05:29:28.000,4.28,36.53,8.47,NaN,NaN
2020-05-22T05:44:28.000,4.27,36.51,8.47,NaN,NaN
2020-05-22T05:59:28.000,4.3,36.72,8.48,NaN,NaN
2020-05-22T06:14:28.000,4.27,36.47,8.47,NaN,NaN
2020-05-22T06:29:28.000,4.28,36.57,8.47,NaN,NaN
2020-05-22T06:44:28.000,4.27,36.5,8.47,NaN,NaN
2020-05-22T06:59:28.000,4.28,36.58,8.48,NaN,NaN
2020-05-22T07:14:28.000,4.29,36.64,8.49,NaN,NaN
2020-05-22T07:29:28.000,4.29,36.69,8.49,NaN,NaN
2020-05-22T07:44:28.000,4.31,36.84,8.5,NaN,NaN
2020-05-22T07:59:28.000,4.31,36.85,8.5,NaN,NaN
2020-05-22T08:14:28.000,4.3,36.79,8.5,NaN,NaN
2020-05-22T08:29:28.000,4.3,36.76,8.5,NaN,NaN
2020-05-22T08:44:28.000,4.32,36.9,8.5,NaN,NaN
2020-05-22T08:59:28.000,4.32,36.97,8.51,NaN,NaN
2020-05-22T09:14:28.000,4.35,37.18,8.52,NaN,NaN
2020-05-22T09:29:28.000,4.36,37.31,8.52,NaN,NaN
2020-05-22T09:44:28.000,4.38,37.43,8.52,NaN,NaN
2020-05-22T09:59:28.000,4.38,37.47,8.52,NaN,NaN
2020-05-22T10:14:28.000,4.38,37.5,8.52,NaN,NaN
2020-05-22T10:29:28.000,4.38,37.49,8.53,NaN,NaN
2020-05-22T10:44:28.000,4.39,37.56,8.53,NaN,NaN
2020-05-22T10:59:28.000,4.4,37.67,8.54,NaN,NaN
2020-05-22T11:14:28.000,4.41,37.71,8.54,NaN,NaN
2020-05-22T11:29:28.000,4.41,37.74,8.54,NaN,NaN
2020-05-22T11:44:28.000,4.42,37.81,8.54,NaN,NaN
2020-05-22T11:59:28.000,4.42,37.84,8.54,NaN,NaN
2020-05-22T12:14:28.000,4.43,37.95,8.55,NaN,NaN
2020-05-22T12:29:28.000,4.44,38.02,8.56,NaN,NaN
2020-05-22T12:44:28.000,4.45,38.05,8.56,NaN,NaN
2020-05-22T12:59:28.000,4.45,38.12,8.57,NaN,NaN
2020-05-22T13:14:28.000,4.45,38.1,8.57,NaN,NaN
2020-05-22T13:29:28.000,4.44,38.05,8.56,NaN,NaN
2020-05-22T13:44:28.000,4.45,38.09,8.56,NaN,NaN
2020-05-22T13:59:28.000,4.44,38,8.56,NaN,NaN
2020-05-22T14:14:28.000,4.43,37.91,8.55,NaN,NaN
2020-05-22T14:29:28.000,4.41,37.77,8.54,NaN,NaN
2020-05-22T14:44:28.000,4.4,37.63,8.54,NaN,NaN
2020-05-22T14:59:28.000,4.4,37.68,8.54,NaN,NaN
2020-05-22T15:14:28.000,4.4,37.65,8.54,NaN,NaN
2020-05-22T15:29:28.000,4.4,37.66,8.54,NaN,NaN
2020-05-22T15:44:28.000,4.4,37.68,8.54,NaN,NaN
2020-05-22T15:59:28.000,4.39,37.54,8.52,NaN,NaN
2020-05-22T16:14:28.000,4.36,37.28,8.52,NaN,NaN
2020-05-22T16:29:28.000,4.34,37.11,8.5,NaN,NaN
2020-05-22T16:44:28.000,4.3,36.75,8.47,NaN,NaN
2020-05-22T16:59:28.000,4.27,36.47,8.47,NaN,NaN
2020-05-22T17:14:28.000,4.25,36.31,8.45,NaN,NaN
2020-05-22T17:29:28.000,4.24,36.22,8.44,NaN,NaN
2020-05-22T17:44:28.000,4.24,36.18,8.43,NaN,NaN
2020-05-22T17:59:28.000,4.22,36.03,8.41,NaN,NaN
2020-05-22T18:14:28.000,4.22,35.98,8.4,NaN,NaN
2020-05-22T18:29:28.000,4.22,35.98,8.4,NaN,NaN
2020-05-22T18:44:28.000,4.22,35.95,8.4,NaN,NaN
2020-05-22T18:59:28.000,4.21,35.92,8.4,NaN,NaN
2020-05-22T19:14:28.000,4.21,35.93,8.4,NaN,NaN
2020-05-22T19:29:28.000,4.21,35.92,8.39,NaN,NaN
2020-05-22T19:44:28.000,4.22,35.94,8.4,NaN,NaN
2020-05-22T19:59:28.000,4.23,36.04,8.4,NaN,NaN
2020-05-22T20:14:28.000,4.24,36.14,8.4,NaN,NaN
2020-05-22T20:29:28.000,4.24,36.18,8.4,NaN,NaN
2020-05-22T20:44:28.000,4.25,36.26,8.41,NaN,NaN
2020-05-22T20:59:28.000,4.26,36.34,8.41,NaN,NaN
2020-05-22T21:14:28.000,4.26,36.34,8.42,NaN,NaN
2020-05-22T21:29:28.000,4.26,36.36,8.42,NaN,NaN
2020-05-22T21:44:28.000,4.27,36.4,8.42,NaN,NaN
2020-05-22T21:59:28.000,4.27,36.43,8.42,NaN,NaN
